crawl_date,brand,product_id,product_name,series_name,space,style,price_display,original_price,size,color,material,serial_number,part_no,primary_image_url,gallery_image_count,display_image_count,display_image_urls,display_image_local_paths,display_image_selection_basis,description_text,detail_content_text,buy_url,detail_url,source_endpoint,created_at,updated_at
2026-04-02,联邦家私,55,联邦东方极简全实木柚木卧房多功能衣帽架,舒雨,,新中式,9300,0.00,1120*560*1950mm,,非洲柚木,YS2062YA衣帽架,,http://img.landbond.com/storage/uploads/goods/20231028/439d76c875405986ff4c8286aeca07ed.png,4,4,http://img.landbond.com/storage/uploads/goods/20231026/a9cd51e9197ed7cd7612b88477287b54.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/4fa5f512d1fc38e5cb8412c74fbc361b.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/d6618ebf58de0f6795b60652263a5578.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/51ce6a7284abd98ec93cf6a67ab7be6e.png?imageView2/1/w/300/h/300,data/images/landbond/55/display_01.png | data/images/landbond/55/display_02.png | data/images/landbond/55/display_03.png | data/images/landbond/55/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=111263848098389,https://www.landbond.com/goods/detail/55,https://www.landbond.com/goods/lists/0/?page=16&serie=,2023-10-26 11:07:22,2026-04-01 09:51:50
2026-04-02,联邦家私,56,联邦东方极简全实木柚木卧房大床,舒雨,,新中式,27880,0.00,2080*2180*1250mm,,非洲柚木,YS2165YA(1.8M)大床-A,,http://img.landbond.com/storage/uploads/goods/20231028/2270358dcc6cbe20600dc2715bb06051.png,4,4,http://img.landbond.com/storage/uploads/goods/20231026/c4b1e411df0c795cbe74fe01600caacf.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/f43cbf09d1e17137515e58c9a1a5f918.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/d31d1c5e8c4fe3e55da49bae08485b36.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/27f21df02000e83d064d0a50f608ef56.png?imageView2/1/w/300/h/300,data/images/landbond/56/display_01.png | data/images/landbond/56/display_02.png | data/images/landbond/56/display_03.png | data/images/landbond/56/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=114441680098389,https://www.landbond.com/goods/detail/56,https://www.landbond.com/goods/lists/0/?page=16&serie=,2023-10-26 11:10:19,2026-03-31 05:55:00
2026-04-02,联邦家私,59,联邦东方极简全实木柚木餐厅岩板餐台,舒雨,,新中式,10860,0.00,1480*800*750mm,,非洲柚木,YS2066YA(1.48M)餐台[岩板],,http://img.landbond.com/storage/uploads/goods/20231028/7b6e67bb6e83650710d9b9937847b8e8.png,4,4,http://img.landbond.com/storage/uploads/goods/20231026/e9d25608fe3d015a9fe30f4af19453f8.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/fac7a81a3bfe147624d097551643968f.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/bf47389a805ef80358f262d09e7adfc1.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/67ebf8859920c5dd37c396a670904a84.png?imageView2/1/w/300/h/300,data/images/landbond/59/display_01.png | data/images/landbond/59/display_02.png | data/images/landbond/59/display_03.png | data/images/landbond/59/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=113835031098389,https://www.landbond.com/goods/detail/59,https://www.landbond.com/goods/lists/0/?page=16&serie=,2023-10-26 11:19:59,2026-03-31 05:58:29
2026-04-02,联邦家私,60,联邦东方极简全实木柚木餐厅1.68M餐台,舒雨,,新中式,15254,0.00,1680*860*750mm,,非洲柚木,YS2062YA(1.68米)餐台,,http://img.landbond.com/storage/uploads/goods/20231028/648457b3c15c32af93be1fc3ddfed5d0.jpg,4,4,http://img.landbond.com/storage/uploads/goods/20231026/288beef1d46f58e749f5d2daccdb59c6.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/5e9877b16e5861ea74f54ad3f985b595.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/f25c7635e5431b6d40504ec86226b309.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/176db09eb9a21236367c77d36b0be576.jpg?imageView2/1/w/300/h/300,data/images/landbond/60/display_01.jpg | data/images/landbond/60/display_02.jpg | data/images/landbond/60/display_03.jpg | data/images/landbond/60/display_04.jpg,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=114126199098389,https://www.landbond.com/goods/detail/60,https://www.landbond.com/goods/lists/0/?page=23&serie=,2023-10-26 11:22:22,2026-03-31 22:30:55
2026-04-02,联邦家私,61,联邦东方极简全实木柚木餐厅1.8m岩板餐台,舒雨,,,22378,0.00,1800*900*750mm,,非洲柚木,临江仙YS2063YA（1.8m)餐台[岩板],,http://img.landbond.com/storage/uploads/video/20231031/98173b399ce622e48debd02c50e62b1d.mp4,4,4,http://img.landbond.com/storage/uploads/goods/20231026/75d82a0fff81cc31e70032cb26ebe9d2.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/fc28d362fb0ff8dd1177ea50d3a624d6.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/15435c3ca41d2a26d7d159626654d4b9.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/d41590df732fd18f980ef9ba1400e660.jpg?imageView2/1/w/300/h/300,data/images/landbond/61/display_01.jpg | data/images/landbond/61/display_02.jpg | data/images/landbond/61/display_03.jpg | data/images/landbond/61/display_04.jpg,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=113835951098389,https://www.landbond.com/goods/detail/61,https://www.landbond.com/goods/lists/0/?page=17&serie=,2023-10-26 11:26:28,2026-03-31 10:36:41
2026-04-02,联邦家私,62,联邦东方极简全实木柚木餐厅圆餐台,舒雨,,新中式,15980,0.00,1500*1500*750mm,,非洲柚木,YS2061YA(1.5M)圆餐台,,http://img.landbond.com/storage/uploads/video/20231101/3d6719761bb15de0ae17b766afadb59d.mp4,4,4,http://img.landbond.com/storage/uploads/goods/20231026/64530e69dac11e97858242ca194a6b83.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/c098de1b6b2e70c31b218c20aaffaf71.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/066d510025e37aee1bc1c4e30c22f104.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/9834be0bef18103c5881f0d50a1065d3.jpg?imageView2/1/w/300/h/300,data/images/landbond/62/display_01.jpg | data/images/landbond/62/display_02.jpg | data/images/landbond/62/display_03.jpg | data/images/landbond/62/display_04.jpg,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=106714661098389,https://www.landbond.com/goods/detail/62,https://www.landbond.com/goods/lists/0/?page=17&serie=,2023-10-26 11:45:12,2026-04-02 00:17:08
2026-04-02,联邦家私,64,联邦东方极简全实木柚木餐厅1.6m木面餐台,舒雨,,新中式,12880,0.00,1600*850*750mm,,非洲柚木,YS2167YA木面餐台,,http://img.landbond.com/storage/uploads/goods/20231028/92ed346cbc3e04acdc3b167bada07726.png,4,4,http://img.landbond.com/storage/uploads/goods/20231026/caa3cc43cdf89dcb298dc6fceb7a7baa.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/2f39a59b1f0285251eb19c2d57e90cff.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/4332dc7289a3d2e0a26b60afa4a5ad9c.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/d9b0aea0d658e4f2bc7b631e453ceefb.png?imageView2/1/w/300/h/300,data/images/landbond/64/display_01.png | data/images/landbond/64/display_02.png | data/images/landbond/64/display_03.png | data/images/landbond/64/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=113836425098389,https://www.landbond.com/goods/detail/64,https://www.landbond.com/goods/lists/0/?page=17&serie=,2023-10-26 11:48:06,2026-03-31 10:35:31
2026-04-02,联邦家私,67,联邦东方极简全实木柚木客厅电视柜收纳柜,舒雨,,新中式,13780,0.00,2400*400*420mm,,非洲柚木,YS2063YA电视柜,,http://img.landbond.com/storage/uploads/goods/20231028/f8449c413c2d865d493f06da9141a5eb.png,4,4,http://img.landbond.com/storage/uploads/goods/20231026/c407ec9c50e26f23f3b1d3a1bae331ce.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/bc42fb582d56cd21ee3356e93b4bcf3d.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/f14f6508df83b106666069c99407ba9c.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/b29b5f2bcb630afb619212477c1ccd55.png?imageView2/1/w/300/h/300,data/images/landbond/67/display_01.png | data/images/landbond/67/display_02.png | data/images/landbond/67/display_03.png | data/images/landbond/67/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=114136058098389,https://www.landbond.com/goods/detail/67,https://www.landbond.com/goods/lists/0/?page=18&serie=,2023-10-26 14:06:28,2026-04-01 07:36:18
2026-04-02,联邦家私,68,联邦东方极简全实木柚木客厅电视柜,舒雨,,新中式,13480,0.00,2200*450*550mm,,非洲柚木,YS2061YA电视柜,,http://img.landbond.com/storage/uploads/goods/20231028/aa10cdb3eb9f4f252e1db92ed3bede85.jpg,4,4,http://img.landbond.com/storage/uploads/goods/20231026/a7f17be8b8b8a82c1d52ecd3148a1cd2.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/d9e89b163c41b466c389167386daff00.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/5995aa3ef75ccfcf3445ad69134850ae.jpg?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/34eaa9022d465075bad1ead60ec96288.jpg?imageView2/1/w/300/h/300,data/images/landbond/68/display_01.jpg | data/images/landbond/68/display_02.jpg | data/images/landbond/68/display_03.jpg | data/images/landbond/68/display_04.jpg,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=106713486098389,https://www.landbond.com/goods/detail/68,https://www.landbond.com/goods/lists/0/?page=18&serie=,2023-10-26 14:08:35,2026-03-31 07:29:03
2026-04-02,联邦家私,69,联邦东方极简柚木客厅多功能圆边柜,舒雨,,新中式,4930,0.00,550*550*580mm,,非洲柚木,YS2061YA圆边柜,,http://img.landbond.com/storage/uploads/video/20231031/9e26626f7bfd818af0622d7c89031c0f.mp4,4,4,http://img.landbond.com/storage/uploads/goods/20231026/611f024895c178a71b6eec3130380c7a.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/b74d0d84954baa0bd36ffe4eda64ea13.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/c488cccc486f41ed164373a18fd6ff8f.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/6fa23872b63d4dbc850e6510409887ca.png?imageView2/1/w/300/h/300,data/images/landbond/69/display_01.png | data/images/landbond/69/display_02.png | data/images/landbond/69/display_03.png | data/images/landbond/69/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=106717087098389,https://www.landbond.com/goods/detail/69,https://www.landbond.com/goods/lists/0/?page=18&serie=,2023-10-26 14:10:52,2026-04-01 22:07:49
2026-04-02,联邦家私,70,联邦东方极简柚木客厅书房花几,舒雨,,新中式,3220,0.00,400*400*1100mm,,非洲柚木,YS2060YA高花几,,http://img.landbond.com/storage/uploads/video/20231031/c323449b07d5636ddb97473443a3e841.mp4,4,4,http://img.landbond.com/storage/uploads/goods/20231026/1b361534d5fe70e03198436f0d0d5691.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/5002548fe978df2397cf8adf4b16deb8.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/8fda0b5056152fe74d444138026bfd8c.png?imageView2/1/w/300/h/300 | http://img.landbond.com/storage/uploads/goods/20231026/051fc9bbeda28da026d22db28a5bca72.png?imageView2/1/w/300/h/300,data/images/landbond/70/display_01.png | data/images/landbond/70/display_02.png | data/images/landbond/70/display_03.png | data/images/landbond/70/display_04.png,优先解析详情页 carousel-item 主轮播；若失败则回退 API banner；最后回退商品主图 thumb，并过滤非图片资源,,,https://403683389.shop.n.weimob.com/bos/shop/403683389/0/6902438389/goods/detail/index?id=106718060098389,https://www.landbond.com/goods/detail/70,https://www.landbond.com/goods/lists/0/?page=14&serie=,2023-10-26 14:15:58,2026-03-31 09:26:11
